y,savannah,grassland,tundra,plains,prairie,desert,swamp,marsh
1,0.000000,0.013418,0.208924,0.613942,0.162144,0.000000,0.000000,0.001572
2,0.000000,0.013154,0.230310,0.600693,0.154206,0.000000,0.000000,0.001637
3,0.000000,0.013078,0.249958,0.587250,0.147989,0.000000,0.000000,0.001725
4,0.000000,0.013197,0.267338,0.574176,0.143448,0.000000,0.000000,0.001842
5,0.000000,0.013528,0.281999,0.561923,0.140557,0.000000,0.000000,0.001994
6,0.000000,0.014098,0.293577,0.550822,0.139314,0.000000,0.000000,0.002189
7,0.000000,0.014942,0.301788,0.541084,0.139748,0.000000,0.000000,0.002439
8,0.000000,0.016111,0.306417,0.532799,0.141913,0.000000,0.000000,0.002760
9,0.000000,0.017675,0.307314,0.525941,0.145901,0.000000,0.000000,0.003170
10,0.000000,0.019724,0.304389,0.520357,0.151834,0.000000,0.000000,0.003697
11,0.000000,0.022380,0.297611,0.515769,0.159866,0.000000,0.000000,0.004374
12,0.000000,0.025799,0.287017,0.511755,0.170168,0.000015,0.000000,0.005247
13,0.000000,0.030176,0.272672,0.507641,0.182882,0.000255,0.000000,0.006373
14,0.000000,0.035707,0.254425,0.501942,0.197857,0.002254,0.000000,0.007815
15,0.000000,0.042442,0.231521,0.491219,0.213964,0.011247,0.000000,0.009607
16,0.000000,0.050158,0.203369,0.470953,0.228926,0.034876,0.000000,0.011718
17,0.000000,0.058687,0.171709,0.440459,0.241301,0.073723,0.000000,0.014121
18,0.000000,0.068499,0.140409,0.404897,0.252475,0.116779,0.000000,0.016941
19,0.000000,0.080645,0.112437,0.369921,0.265148,0.151392,0.000000,0.020458
20,0.000000,0.096155,0.088529,0.337249,0.280620,0.172478,0.000000,0.024968
21,0.000000,0.115601,0.068235,0.305462,0.297987,0.182052,0.000000,0.030663
22,0.000000,0.138951,0.051051,0.272548,0.314805,0.185076,0.000000,0.037570
23,0.000000,0.165570,0.036760,0.237533,0.328068,0.186527,0.000000,0.045541
24,0.000000,0.194279,0.025306,0.200865,0.335018,0.190281,0.000000,0.054250
25,0.008020,0.221024,0.016398,0.162263,0.330061,0.196860,0.002849,0.062526
