y,savannah,grassland,tundra,plains,prairie,desert,swamp,marsh
1,0.000000,0.036718,0.178238,0.599511,0.180930,0.000000,0.000000,0.004603
2,0.000000,0.033960,0.196750,0.590403,0.174351,0.000000,0.000000,0.004536
3,0.000000,0.031961,0.213455,0.580557,0.169489,0.000000,0.000000,0.004537
4,0.000000,0.030638,0.227819,0.570560,0.166371,0.000000,0.000000,0.004612
5,0.000000,0.029939,0.239392,0.560868,0.165035,0.000000,0.000000,0.004767
6,0.000000,0.029839,0.247812,0.551799,0.165537,0.000000,0.000000,0.005013
7,0.000000,0.030344,0.252806,0.543528,0.167955,0.000000,0.000000,0.005367
8,0.000000,0.031489,0.254187,0.536082,0.172393,0.000000,0.000000,0.005848
9,0.000000,0.033340,0.251853,0.529342,0.178979,0.000000,0.000000,0.006486
10,0.000000,0.035998,0.245789,0.523034,0.187859,0.000001,0.000000,0.007319
11,0.000000,0.039604,0.236066,0.516709,0.199178,0.000049,0.000000,0.008394
12,0.000000,0.044319,0.222743,0.509484,0.212952,0.000733,0.000000,0.009769
13,0.000000,0.050194,0.205445,0.498890,0.228438,0.005553,0.000000,0.011479
14,0.000000,0.056886,0.183141,0.479669,0.243097,0.023744,0.000000,0.013464
15,0.000000,0.063781,0.155996,0.447699,0.253721,0.063218,0.000000,0.015586
16,0.000000,0.070984,0.127392,0.407006,0.260592,0.116160,0.000000,0.017866
17,0.000000,0.079759,0.101444,0.366552,0.267884,0.163736,0.000000,0.020625
18,0.000000,0.091636,0.079779,0.331218,0.279149,0.193930,0.000000,0.024289
19,0.000000,0.107600,0.061932,0.300143,0.294726,0.206438,0.000000,0.029161
20,0.000000,0.127916,0.047013,0.270202,0.312325,0.207182,0.000000,0.035361
21,0.000000,0.152220,0.034504,0.238923,0.328446,0.203088,0.000000,0.042818
22,0.000000,0.179625,0.024253,0.205566,0.339551,0.199715,0.000000,0.051289
23,0.004418,0.207304,0.016104,0.169735,0.340354,0.199371,0.002774,0.059941
24,0.079178,0.210501,0.009087,0.120996,0.297574,0.184522,0.036659,0.061485
25,0.143629,0.209960,0.004864,0.083135,0.253357,0.177575,0.065679,0.061801
26,0.200527,0.205050,0.002463,0.054879,0.209384,0.176062,0.090958,0.060676
27,0.251565,0.196141,0.001179,0.034817,0.168023,0.176956,0.113112,0.058205
28,0.298657,0.184439,0.000536,0.021306,0.131396,0.176115,0.132795,0.054756
29,0.344722,0.171588,0.000233,0.012655,0.100762,0.168207,0.150997,0.050837
30,0.393646,0.159005,0.000097,0.007341,0.076256,0.147856,0.168905,0.046894
31,0.448725,0.147075,0.000039,0.004162,0.057000,0.112862,0.187075,0.043061
32,0.509416,0.134701,0.000015,0.002277,0.041593,0.068902,0.204065,0.039031
33,0.568937,0.120293,0.000005,0.001167,0.028931,0.030103,0.216197,0.034367
34,0.617165,0.104742,0.000002,0.000546,0.019036,0.008203,0.220907,0.029400
35,0.644949,0.093610,0.000000,0.000266,0.013260,0.001266,0.220773,0.025876
36,0.644949,0.093610,0.000000,0.000266,0.013260,0.001266,0.220773,0.025876
37,0.617165,0.104742,0.000002,0.000546,0.019036,0.008203,0.220907,0.029400
38,0.568937,0.120293,0.000005,0.001167,0.028931,0.030103,0.216197,0.034367
39,0.509416,0.134701,0.000015,0.002277,0.041593,0.068902,0.204065,0.039031
40,0.448725,0.147075,0.000039,0.004162,0.057000,0.112862,0.187075,0.043061
41,0.393646,0.159005,0.000097,0.007341,0.076256,0.147856,0.168905,0.046894
42,0.344722,0.171588,0.000233,0.012655,0.100762,0.168207,0.150997,0.050837
43,0.298657,0.184439,0.000536,0.021306,0.131396,0.176115,0.132795,0.054756
44,0.251565,0.196141,0.001179,0.034817,0.168023,0.176956,0.113112,0.058205
45,0.200527,0.205050,0.002463,0.054879,0.209384,0.176062,0.090958,0.060676
46,0.143629,0.209960,0.004864,0.083135,0.253357,0.177575,0.065679,0.061801
47,0.079178,0.210501,0.009087,0.120996,0.297574,0.184522,0.036659,0.061485
48,0.004418,0.207304,0.016104,0.169735,0.340354,0.199371,0.002774,0.059941
49,0.000000,0.179625,0.024253,0.205566,0.339551,0.199715,0.000000,0.051289
50,0.000000,0.152220,0.034504,0.238923,0.328446,0.203088,0.000000,0.042818
51,0.000000,0.127916,0.047013,0.270202,0.312325,0.207182,0.000000,0.035361
52,0.000000,0.107600,0.061932,0.300143,0.294726,0.206438,0.000000,0.029161
53,0.000000,0.091636,0.079779,0.331218,0.279149,0.193930,0.000000,0.024289
54,0.000000,0.079759,0.101444,0.366552,0.267884,0.163736,0.000000,0.020625
55,0.000000,0.070984,0.127392,0.407006,0.260592,0.116160,0.000000,0.017866
56,0.000000,0.063781,0.155996,0.447699,0.253721,0.063218,0.000000,0.015586
57,0.000000,0.056886,0.183141,0.479669,0.243097,0.023744,0.000000,0.013464
58,0.000000,0.050194,0.205445,0.498890,0.228438,0.005553,0.000000,0.011479
59,0.000000,0.044319,0.222743,0.509484,0.212952,0.000733,0.000000,0.009769
60,0.000000,0.039604,0.236066,0.516709,0.199178,0.000049,0.000000,0.008394
61,0.000000,0.035998,0.245789,0.523034,0.187859,0.000001,0.000000,0.007319
62,0.000000,0.033340,0.251853,0.529342,0.178979,0.000000,0.000000,0.006486
63,0.000000,0.031489,0.254187,0.536082,0.172393,0.000000,0.000000,0.005848
64,0.000000,0.030344,0.252806,0.543528,0.167955,0.000000,0.000000,0.005367
65,0.000000,0.029839,0.247812,0.551799,0.165537,0.000000,0.000000,0.005013
66,0.000000,0.029939,0.239392,0.560868,0.165035,0.000000,0.000000,0.004767
67,0.000000,0.030638,0.227819,0.570560,0.166371,0.000000,0.000000,0.004612
68,0.000000,0.031961,0.213455,0.580557,0.169489,0.000000,0.000000,0.004537
69,0.000000,0.033960,0.196750,0.590403,0.174351,0.000000,0.000000,0.004536
70,0.000000,0.036718,0.178238,0.599511,0.180930,0.000000,0.000000,0.004603
