y,savannah,grassland,tundra,plains,prairie,desert,swamp,marsh
1,0.000000,0.015840,0.197051,0.599233,0.186293,0.000000,0.000000,0.001584
2,0.000000,0.015476,0.219634,0.587334,0.175880,0.000000,0.000000,0.001675
3,0.000000,0.015323,0.240641,0.574765,0.167481,0.000000,0.000000,0.001791
4,0.000000,0.015389,0.259452,0.562190,0.161033,0.000000,0.000000,0.001936
5,0.000000,0.015694,0.275540,0.550157,0.156490,0.000000,0.000000,0.002119
6,0.000000,0.016266,0.288476,0.539081,0.153828,0.000000,0.000000,0.002349
7,0.000000,0.017143,0.297920,0.529246,0.153050,0.000000,0.000000,0.002642
8,0.000000,0.018379,0.303620,0.520800,0.154188,0.000000,0.000000,0.003013
9,0.000000,0.020049,0.305399,0.513757,0.157310,0.000000,0.000000,0.003485
10,0.000000,0.022248,0.303147,0.508000,0.162515,0.000000,0.000000,0.004090
11,0.000000,0.025106,0.296826,0.503270,0.169931,0.000000,0.000000,0.004866
12,0.000000,0.028787,0.286471,0.499157,0.179707,0.000013,0.000000,0.005865
13,0.000000,0.033495,0.272158,0.494999,0.191955,0.000240,0.000000,0.007153
14,0.000000,0.039430,0.253759,0.489329,0.206479,0.002203,0.000000,0.008800
15,0.000000,0.046624,0.230537,0.478725,0.222051,0.011223,0.000000,0.010842
16,0.000000,0.054796,0.201941,0.458673,0.236251,0.035101,0.000000,0.013237
17,0.000000,0.063748,0.169853,0.428605,0.247653,0.074190,0.000000,0.015951
18,0.000000,0.074010,0.138303,0.393809,0.257871,0.116880,0.000000,0.019126
19,0.000000,0.086729,0.110263,0.359852,0.269763,0.150315,0.000000,0.023079
20,0.000000,0.102961,0.086389,0.328218,0.284560,0.169743,0.000000,0.028129
21,0.000000,0.123213,0.066184,0.297331,0.301174,0.177640,0.000000,0.034458
22,0.000000,0.147329,0.049146,0.265171,0.317017,0.179284,0.000000,0.042052
23,0.000000,0.174533,0.035074,0.230853,0.329066,0.179780,0.000000,0.050694
24,0.000000,0.203523,0.023901,0.194920,0.334662,0.183015,0.000000,0.059979
25,0.010490,0.230118,0.015319,0.157230,0.328475,0.189629,0.000134,0.068604
26,0.091809,0.225994,0.008273,0.108539,0.278727,0.180468,0.038234,0.067956
27,0.162756,0.216924,0.004236,0.072151,0.230079,0.176985,0.071272,0.065597
28,0.223861,0.204253,0.002063,0.046350,0.185415,0.177131,0.098998,0.061928
29,0.276450,0.189943,0.000963,0.028963,0.146836,0.177857,0.121421,0.057567
30,0.323362,0.176148,0.000434,0.017763,0.115312,0.174750,0.139034,0.053197
31,0.369169,0.164805,0.000191,0.010793,0.090701,0.162258,0.152658,0.049426
32,0.419468,0.157212,0.000082,0.006527,0.071948,0.135380,0.162743,0.046640
33,0.478150,0.153530,0.000034,0.003889,0.057416,0.093824,0.168300,0.044855
34,0.540770,0.152464,0.000013,0.002230,0.045804,0.047706,0.167300,0.043712
35,0.586212,0.152203,0.000005,0.001344,0.038221,0.016870,0.162179,0.042966
36,0.586212,0.152203,0.000005,0.001344,0.038221,0.016870,0.162179,0.042966
37,0.540770,0.152464,0.000013,0.002230,0.045804,0.047706,0.167300,0.043712
38,0.478150,0.153530,0.000034,0.003889,0.057416,0.093824,0.168300,0.044855
39,0.419468,0.157212,0.000082,0.006527,0.071948,0.135380,0.162743,0.046640
40,0.369169,0.164805,0.000191,0.010793,0.090701,0.162258,0.152658,0.049426
41,0.323362,0.176148,0.000434,0.017763,0.115312,0.174750,0.139034,0.053197
42,0.276450,0.189943,0.000963,0.028963,0.146836,0.177857,0.121421,0.057567
43,0.223861,0.204253,0.002063,0.046350,0.185415,0.177131,0.098998,0.061928
