y,savannah,grassland,tundra,plains,prairie,desert,swamp,marsh
1,0.000000,0.009189,0.119185,0.601584,0.268994,0.000000,0.000000,0.001048
2,0.000000,0.009759,0.140749,0.596770,0.251540,0.000000,0.000000,0.001182
3,0.000000,0.010417,0.162533,0.589262,0.236451,0.000000,0.000000,0.001338
4,0.000000,0.011190,0.183746,0.579848,0.223695,0.000000,0.000000,0.001522
5,0.000000,0.012110,0.203607,0.569301,0.213241,0.000000,0.000000,0.001740
6,0.000000,0.013220,0.221392,0.558323,0.205060,0.000000,0.000000,0.002004
7,0.000000,0.014572,0.236467,0.547508,0.199126,0.000000,0.000000,0.002327
8,0.000000,0.016231,0.248306,0.537311,0.195427,0.000000,0.000000,0.002725
9,0.000000,0.018282,0.256498,0.528035,0.193964,0.000000,0.000000,0.003221
10,0.000000,0.020831,0.260744,0.519823,0.194756,0.000000,0.000000,0.003846
11,0.000000,0.024009,0.260856,0.512657,0.197841,0.000000,0.000000,0.004637
12,0.000000,0.027986,0.256754,0.506348,0.203269,0.000000,0.000000,0.005644
13,0.000000,0.032968,0.248471,0.500538,0.211091,0.000001,0.000000,0.006931
14,0.000000,0.039209,0.236164,0.494683,0.221333,0.000031,0.000000,0.008579
15,0.000000,0.046994,0.220070,0.487918,0.233901,0.000433,0.000000,0.010682
16,0.000000,0.056552,0.200307,0.478494,0.248203,0.003112,0.000000,0.013333
17,0.000000,0.067837,0.176807,0.463231,0.262572,0.012992,0.000000,0.016560
18,0.000000,0.080498,0.150190,0.439319,0.274808,0.034872,0.000000,0.020313
19,0.000000,0.094409,0.122670,0.407790,0.284292,0.066256,0.000000,0.024583
20,0.000000,0.110154,0.096970,0.372926,0.292621,0.097780,0.000000,0.029548
21,0.000000,0.128653,0.074648,0.338071,0.301525,0.121612,0.000000,0.035491
22,0.000000,0.150440,0.055972,0.303868,0.311108,0.136004,0.000000,0.042608
23,0.000000,0.175311,0.040687,0.269543,0.319921,0.143648,0.000000,0.050890
24,0.000000,0.202345,0.028499,0.234518,0.325880,0.148658,0.000000,0.060099
25,0.000000,0.230093,0.019133,0.199074,0.327070,0.154823,0.000000,0.069807
26,0.000000,0.256779,0.012263,0.164230,0.322183,0.165107,0.000000,0.079439
27,0.025046,0.268858,0.007174,0.125872,0.297774,0.174152,0.016452,0.084672
28,0.113574,0.248906,0.003609,0.084456,0.243327,0.171125,0.055340,0.079663
29,0.189864,0.225704,0.001729,0.054933,0.194688,0.171510,0.088283,0.073289
