y,savannah,grassland,tundra,plains,prairie,desert,swamp,marsh
1,0.000000,0.049955,0.046381,0.426562,0.471089,0.000000,0.000000,0.006012
2,0.000000,0.050962,0.059210,0.440886,0.442357,0.000000,0.000000,0.006584
3,0.000000,0.052147,0.073138,0.451312,0.416187,0.000000,0.000000,0.007216
4,0.000000,0.053590,0.087527,0.458129,0.392829,0.000000,0.000000,0.007925
5,0.000000,0.055384,0.101618,0.461787,0.372477,0.000000,0.000000,0.008733
6,0.000000,0.057639,0.114605,0.462822,0.355265,0.000000,0.000000,0.009669
7,0.000000,0.060478,0.125710,0.461777,0.341265,0.000000,0.000000,0.010769
8,0.000000,0.064045,0.134250,0.459136,0.330491,0.000000,0.000000,0.012078
9,0.000000,0.068499,0.139687,0.455258,0.322905,0.000000,0.000000,0.013651
10,0.000000,0.074022,0.141661,0.450344,0.318418,0.000000,0.000000,0.015554
11,0.000000,0.080816,0.140019,0.444408,0.316892,0.000000,0.000000,0.017865
12,0.000000,0.089101,0.134818,0.437278,0.318128,0.000002,0.000000,0.020674
13,0.000000,0.099102,0.126330,0.428592,0.321841,0.000052,0.000000,0.024083
14,0.000000,0.110996,0.114991,0.417678,0.327516,0.000634,0.000000,0.028186
15,0.000000,0.124674,0.101261,0.403066,0.333885,0.004107,0.000000,0.033008
16,0.000000,0.139417,0.085640,0.382362,0.338505,0.015680,0.000000,0.038397
17,0.000000,0.154247,0.069127,0.354345,0.339177,0.039011,0.000000,0.044093
18,0.000000,0.169116,0.053341,0.321318,0.336422,0.069737,0.000000,0.050065
19,0.000000,0.185182,0.039656,0.287331,0.332903,0.098282,0.000000,0.056647
20,0.000000,0.203659,0.028564,0.254806,0.330499,0.118244,0.000000,0.064228
21,0.000000,0.224847,0.019924,0.223980,0.329029,0.129277,0.000000,0.072942
22,0.000000,0.248071,0.013398,0.194270,0.326990,0.134674,0.000000,0.082597
23,0.000000,0.272047,0.008639,0.165376,0.322659,0.138521,0.000000,0.092759
24,0.000000,0.295235,0.005317,0.137558,0.314730,0.144305,0.000000,0.102855
25,0.008421,0.308774,0.003043,0.108878,0.295537,0.151108,0.014575,0.109666
26,0.076274,0.290815,0.001513,0.076628,0.249642,0.149799,0.050267,0.105062
27,0.140120,0.267775,0.000709,0.052059,0.205934,0.152143,0.083080,0.098179
28,0.198702,0.241751,0.000314,0.034240,0.166379,0.156541,0.112316,0.089756
29,0.251469,0.215381,0.000133,0.021940,0.132494,0.160128,0.137662,0.080793
30,0.299431,0.191240,0.000054,0.013829,0.105010,0.158570,0.159552,0.072314
31,0.345348,0.171290,0.000021,0.008671,0.083794,0.146637,0.179099,0.065141
32,0.392708,0.156441,0.000008,0.005452,0.067949,0.120407,0.197346,0.059689
33,0.443159,0.146270,0.000003,0.003424,0.056034,0.081476,0.213788,0.055847
34,0.493205,0.139233,0.000001,0.002099,0.046535,0.040536,0.225341,0.053050
35,0.532909,0.134096,0.000000,0.001255,0.039098,0.012608,0.229143,0.050890
36,0.532909,0.134096,0.000000,0.001255,0.039098,0.012608,0.229143,0.050890
37,0.493205,0.139233,0.000001,0.002099,0.046535,0.040536,0.225341,0.053050
38,0.443159,0.146270,0.000003,0.003424,0.056034,0.081476,0.213788,0.055847
39,0.392708,0.156441,0.000008,0.005452,0.067949,0.120407,0.197346,0.059689
40,0.345348,0.171290,0.000021,0.008671,0.083794,0.146637,0.179099,0.065141
41,0.299431,0.191240,0.000054,0.013829,0.105010,0.158570,0.159552,0.072314
42,0.251469,0.215381,0.000133,0.021940,0.132494,0.160128,0.137662,0.080793
43,0.198702,0.241751,0.000314,0.034240,0.166379,0.156541,0.112316,0.089756
44,0.140120,0.267775,0.000709,0.052059,0.205934,0.152143,0.083080,0.098179
45,0.076274,0.290815,0.001513,0.076628,0.249642,0.149799,0.050267,0.105062
46,0.008421,0.308774,0.003043,0.108878,0.295537,0.151108,0.014575,0.109666
47,0.000000,0.295235,0.005317,0.137558,0.314730,0.144305,0.000000,0.102855
48,0.000000,0.272047,0.008639,0.165376,0.322659,0.138521,0.000000,0.092759
49,0.000000,0.248071,0.013398,0.194270,0.326990,0.134674,0.000000,0.082597
50,0.000000,0.224847,0.019924,0.223980,0.329029,0.129277,0.000000,0.072942
51,0.000000,0.203659,0.028564,0.254806,0.330499,0.118244,0.000000,0.064228
52,0.000000,0.185182,0.039656,0.287331,0.332903,0.098282,0.000000,0.056647
53,0.000000,0.169116,0.053341,0.321318,0.336422,0.069737,0.000000,0.050065
54,0.000000,0.154247,0.069127,0.354345,0.339177,0.039011,0.000000,0.044093
55,0.000000,0.139417,0.085640,0.382362,0.338505,0.015680,0.000000,0.038397
56,0.000000,0.124674,0.101261,0.403066,0.333885,0.004107,0.000000,0.033008
57,0.000000,0.110996,0.114991,0.417678,0.327516,0.000634,0.000000,0.028186
58,0.000000,0.099102,0.126330,0.428592,0.321841,0.000052,0.000000,0.024083
59,0.000000,0.089101,0.134818,0.437278,0.318128,0.000002,0.000000,0.020674
60,0.000000,0.080816,0.140019,0.444408,0.316892,0.000000,0.000000,0.017865
61,0.000000,0.074022,0.141661,0.450344,0.318418,0.000000,0.000000,0.015554
62,0.000000,0.068499,0.139687,0.455258,0.322905,0.000000,0.000000,0.013651
63,0.000000,0.064045,0.134250,0.459136,0.330491,0.000000,0.000000,0.012078
64,0.000000,0.060478,0.125710,0.461777,0.341265,0.000000,0.000000,0.010769
65,0.000000,0.057639,0.114605,0.462822,0.355265,0.000000,0.000000,0.009669
66,0.000000,0.055384,0.101618,0.461787,0.372477,0.000000,0.000000,0.008733
67,0.000000,0.053590,0.087527,0.458129,0.392829,0.000000,0.000000,0.007925
68,0.000000,0.052147,0.073138,0.451312,0.416187,0.000000,0.000000,0.007216
69,0.000000,0.050962,0.059210,0.440886,0.442357,0.000000,0.000000,0.006584
70,0.000000,0.049955,0.046381,0.426562,0.471089,0.000000,0.000000,0.006012
