y,savannah,grassland,tundra,plains,prairie,desert,swamp,marsh
1,0.000000,0.003807,0.263013,0.623363,0.109527,0.000000,0.000000,0.000291
2,0.000000,0.004044,0.285180,0.604395,0.106042,0.000000,0.000000,0.000339
3,0.000000,0.004341,0.305296,0.586414,0.103550,0.000000,0.000000,0.000399
4,0.000000,0.004713,0.322941,0.569809,0.102064,0.000000,0.000000,0.000473
5,0.000000,0.005179,0.337771,0.554872,0.101612,0.000000,0.000000,0.000566
6,0.000000,0.005763,0.349513,0.541801,0.102239,0.000000,0.000000,0.000684
7,0.000000,0.006498,0.357955,0.530706,0.104008,0.000000,0.000000,0.000834
8,0.000000,0.007424,0.362935,0.521609,0.107006,0.000000,0.000000,0.001026
9,0.000000,0.008597,0.364330,0.514452,0.111344,0.000000,0.000000,0.001277
10,0.000000,0.010088,0.362053,0.509093,0.117163,0.000000,0.000000,0.001604
11,0.000000,0.011991,0.356046,0.505299,0.124630,0.000000,0.000000,0.002034
12,0.000000,0.014429,0.346290,0.502737,0.133941,0.000000,0.000000,0.002603
13,0.000000,0.017563,0.332811,0.500958,0.145305,0.000004,0.000000,0.003358
14,0.000000,0.021598,0.315682,0.499339,0.158926,0.000093,0.000000,0.004363
15,0.000000,0.026774,0.294884,0.496802,0.174870,0.000976,0.000000,0.005694
16,0.000000,0.033298,0.269972,0.490996,0.192643,0.005659,0.000000,0.007431
17,0.000000,0.041210,0.240283,0.478137,0.210757,0.019993,0.000000,0.009619
18,0.000000,0.050433,0.206589,0.455877,0.227534,0.047295,0.000000,0.012271
19,0.000000,0.061153,0.171924,0.426413,0.242890,0.082161,0.000000,0.015459
20,0.000000,0.074033,0.139548,0.394288,0.258335,0.114418,0.000000,0.019378
21,0.000000,0.089908,0.111003,0.362130,0.275067,0.137605,0.000000,0.024287
22,0.000000,0.109343,0.086383,0.329788,0.292701,0.151403,0.000000,0.030382
23,0.000000,0.132375,0.065372,0.296019,0.309413,0.159114,0.000000,0.037708
24,0.000000,0.158433,0.047779,0.260093,0.322691,0.164891,0.000000,0.046112
25,0.000000,0.186375,0.033530,0.222398,0.330097,0.172359,0.000000,0.055240
26,0.000000,0.214583,0.022498,0.184284,0.329810,0.184273,0.000000,0.064552
27,0.030401,0.231525,0.013819,0.141681,0.308152,0.194445,0.009522,0.070454
28,0.108265,0.223276,0.007410,0.096382,0.256773,0.192648,0.046746,0.068498
29,0.177466,0.210162,0.003787,0.063337,0.208327,0.193161,0.078980,0.064779
30,0.236557,0.195623,0.001868,0.040707,0.166647,0.193913,0.104320,0.060367
31,0.287266,0.182964,0.000901,0.025951,0.133374,0.191173,0.122056,0.056314
32,0.334208,0.175091,0.000431,0.016637,0.108459,0.179537,0.132110,0.053527
33,0.383925,0.174523,0.000206,0.010812,0.090821,0.153030,0.133933,0.052750
34,0.441798,0.182873,0.000097,0.007090,0.078887,0.109015,0.125825,0.054413
35,0.501726,0.197519,0.000044,0.004729,0.071349,0.057829,0.108979,0.057825
36,0.501726,0.197519,0.000044,0.004729,0.071349,0.057829,0.108979,0.057825
37,0.441798,0.182873,0.000097,0.007090,0.078887,0.109015,0.125825,0.054413
38,0.383925,0.174523,0.000206,0.010812,0.090821,0.153030,0.133933,0.052750
39,0.334208,0.175091,0.000431,0.016637,0.108459,0.179537,0.132110,0.053527
40,0.287266,0.182964,0.000901,0.025951,0.133374,0.191173,0.122056,0.056314
