y,savannah,grassland,tundra,plains,prairie,desert,swamp,marsh
1,0.000000,0.018108,0.079175,0.595334,0.304765,0.000002,0.000000,0.002615
2,0.000000,0.019589,0.095089,0.588904,0.293447,0.000003,0.000000,0.002968
3,0.000000,0.021249,0.111528,0.580327,0.283516,0.000006,0.000000,0.003373
4,0.000000,0.023130,0.127842,0.570114,0.275058,0.000013,0.000000,0.003844
5,0.000000,0.025284,0.143330,0.558797,0.268173,0.000024,0.000000,0.004393
6,0.000000,0.027779,0.157296,0.546880,0.262960,0.000045,0.000000,0.005041
7,0.000000,0.030697,0.169094,0.534798,0.259516,0.000083,0.000000,0.005811
8,0.000000,0.034141,0.178167,0.522881,0.257925,0.000151,0.000000,0.006734
9,0.000000,0.038231,0.184069,0.511327,0.258253,0.000270,0.000000,0.007849
10,0.000000,0.043111,0.186484,0.500185,0.260540,0.000476,0.000000,0.009203
11,0.000000,0.048947,0.185238,0.489346,0.264790,0.000827,0.000000,0.010853
12,0.000000,0.055927,0.180304,0.478542,0.270950,0.001412,0.000000,0.012865
13,0.000000,0.064253,0.171818,0.467347,0.278893,0.002371,0.000000,0.015318
14,0.000000,0.074131,0.160083,0.455196,0.288387,0.003908,0.000000,0.018295
15,0.000000,0.085750,0.145573,0.441416,0.299061,0.006314,0.000000,0.021885
16,0.000000,0.099250,0.128937,0.425289,0.310378,0.009979,0.000000,0.026168
17,0.000000,0.114685,0.110967,0.406134,0.321622,0.015388,0.000000,0.031204
18,0.000000,0.131983,0.092559,0.383433,0.331910,0.023095,0.000000,0.037019
19,0.000000,0.150910,0.074631,0.356958,0.340262,0.033651,0.000000,0.043589
20,0.000000,0.171059,0.058030,0.326893,0.345707,0.047484,0.000000,0.050827
21,0.000000,0.191888,0.043426,0.293889,0.347442,0.064764,0.000000,0.058590
22,0.000000,0.212789,0.031232,0.259031,0.344986,0.085267,0.000000,0.066694
23,0.000000,0.233197,0.021575,0.223683,0.338290,0.108310,0.000000,0.074945
24,0.000000,0.252701,0.014316,0.189275,0.327752,0.132777,0.000000,0.083178
25,0.000000,0.271111,0.009133,0.157068,0.314140,0.157263,0.000000,0.091287
26,0.000000,0.288471,0.005608,0.127987,0.298435,0.180264,0.000000,0.099235
27,0.031172,0.289186,0.003147,0.097237,0.267051,0.189994,0.020717,0.101496
28,0.089015,0.274806,0.001622,0.069274,0.226633,0.185354,0.055039,0.098256
29,0.151419,0.255148,0.000792,0.047695,0.188233,0.172712,0.091214,0.092787
30,0.213192,0.233460,0.000369,0.032026,0.154608,0.155359,0.124788,0.086198
31,0.269584,0.212997,0.000166,0.021266,0.127392,0.136967,0.151937,0.079691
32,0.317676,0.195921,0.000072,0.014197,0.106834,0.120290,0.170887,0.074122
33,0.356130,0.183096,0.000031,0.009725,0.092273,0.106826,0.182032,0.069887
34,0.384293,0.174477,0.000014,0.007035,0.082747,0.097152,0.187256,0.067028
35,0.401575,0.169612,0.000006,0.005605,0.077404,0.091374,0.189009,0.065415
36,0.401575,0.169612,0.000006,0.005605,0.077404,0.091374,0.189009,0.065415
37,0.384293,0.174477,0.000014,0.007035,0.082747,0.097152,0.187256,0.067028
38,0.356130,0.183096,0.000031,0.009725,0.092273,0.106826,0.182032,0.069887
39,0.317676,0.195921,0.000072,0.014197,0.106834,0.120290,0.170887,0.074122
40,0.269584,0.212997,0.000166,0.021266,0.127392,0.136967,0.151937,0.079691
41,0.213192,0.233460,0.000369,0.032026,0.154608,0.155359,0.124788,0.086198
42,0.151419,0.255148,0.000792,0.047695,0.188233,0.172712,0.091214,0.092787
43,0.089015,0.274806,0.001622,0.069274,0.226633,0.185354,0.055039,0.098256
44,0.031172,0.289186,0.003147,0.097237,0.267051,0.189994,0.020717,0.101496
45,0.000000,0.288471,0.005608,0.127987,0.298435,0.180264,0.000000,0.099235
46,0.000000,0.271111,0.009133,0.157068,0.314140,0.157263,0.000000,0.091287
47,0.000000,0.252701,0.014316,0.189275,0.327752,0.132777,0.000000,0.083178
48,0.000000,0.233197,0.021575,0.223683,0.338290,0.108310,0.000000,0.074945
49,0.000000,0.212789,0.031232,0.259031,0.344986,0.085267,0.000000,0.066694
50,0.000000,0.191888,0.043426,0.293889,0.347442,0.064764,0.000000,0.058590
51,0.000000,0.171059,0.058030,0.326893,0.345707,0.047484,0.000000,0.050827
52,0.000000,0.150910,0.074631,0.356958,0.340262,0.033651,0.000000,0.043589
53,0.000000,0.131983,0.092559,0.383433,0.331910,0.023095,0.000000,0.037019
54,0.000000,0.114685,0.110967,0.406134,0.321622,0.015388,0.000000,0.031204
55,0.000000,0.099250,0.128937,0.425289,0.310378,0.009979,0.000000,0.026168
56,0.000000,0.085750,0.145573,0.441416,0.299061,0.006314,0.000000,0.021885
57,0.000000,0.074131,0.160083,0.455196,0.288387,0.003908,0.000000,0.018295
58,0.000000,0.064253,0.171818,0.467347,0.278893,0.002371,0.000000,0.015318
59,0.000000,0.055927,0.180304,0.478542,0.270950,0.001412,0.000000,0.012865
60,0.000000,0.048947,0.185238,0.489346,0.264790,0.000827,0.000000,0.010853
61,0.000000,0.043111,0.186484,0.500185,0.260540,0.000476,0.000000,0.009203
62,0.000000,0.038231,0.184069,0.511327,0.258253,0.000270,0.000000,0.007849
63,0.000000,0.034141,0.178167,0.522881,0.257925,0.000151,0.000000,0.006734
64,0.000000,0.030697,0.169094,0.534798,0.259516,0.000083,0.000000,0.005811
65,0.000000,0.027779,0.157296,0.546880,0.262960,0.000045,0.000000,0.005041
66,0.000000,0.025284,0.143330,0.558797,0.268173,0.000024,0.000000,0.004393
67,0.000000,0.023130,0.127842,0.570114,0.275058,0.000013,0.000000,0.003844
68,0.000000,0.021249,0.111528,0.580327,0.283516,0.000006,0.000000,0.003373
69,0.000000,0.019589,0.095089,0.588904,0.293447,0.000003,0.000000,0.002968
70,0.000000,0.018108,0.079175,0.595334,0.304765,0.000002,0.000000,0.002615
